Country code,Country name,Series code,Series name,SCALE,Decimals,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
CUW,Curacao,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYM,Cayman Islands,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP,Cyprus,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZE,Czech Republic,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,Germany,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJI,Djibouti,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.8,2.8,2.8,2.8,2.8,0
DMA,Dominica,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.6,3.8,3.8,3.8,3.9,0
DNK,Denmark,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOM,Dominican Republic,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DZA,Algeria,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAP,East Asia & Pacific,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECA,Europe & Central Asia,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECU,Ecuador,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,"Egypt, Arab Rep.",IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMU,Euro area,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERI,Eritrea,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.8,2.7,2.7,2.7,2.7,0
ESP,Spain,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,Ethiopia,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,3.3,3.3,3.3,3.2,3.2,0
FIN,Finland,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJI,Fiji,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRA,France,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRO,Faeroe Islands,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,"Micronesia, Fed. Sts.",IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB,Gabon,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,United Kingdom,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEO,Georgia,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.7,3.7,3.8,3.8,3.9,0
GHA,Ghana,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,3.9,3.9,3.9,3.8,3.7,0
GIB,Gibraltar,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIN,Guinea,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,2.6,2.7,2.6,2.6,2.6,0
GMB,"Gambia, The",IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,2.9,3,2.9,2.9,3,0
GNB,Guinea-Bissau,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.6,2.6,2.6,2.6,2.6,0
GNQ,Equatorial Guinea,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRC,Greece,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRD,Grenada,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,3.7,3.7,3.7,3.7,3.7,0
GRL,Greenland,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTM,Guatemala,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUM,Guam,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUY,Guyana,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,3.1,3.1,3.1,3.1,3,0
HIC,High income,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HKG,"Hong Kong SAR, China",IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HND,Honduras,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,3.5,3.4,3.3,3.3,0
HRV,Croatia,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTI,Haiti,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,2.4,2.4,2.4,2.5,2.5,0
HUN,Hungary,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDN,Indonesia,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,3.2,0,0,0,0,0
IMY,Isle of Man,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,India,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,3.7,3.7,3.7,3.7,3.6,0
IRL,Ireland,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRN,"Iran, Islamic Rep.",IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRQ,Iraq,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISL,Iceland,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISR,Israel,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,Italy,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAM,Jamaica,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOR,Jordan,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPN,Japan,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZ,Kazakhstan,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,Kenya,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.4,3.3,3.3,3.3,3.3,0
KGZ,Kyrgyz Republic,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,2.8,2.9,3,3,3,0
KHM,Cambodia,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.7,2.7,2.7,2.7,2.7,0
KIR,Kiribati,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.2,3.2,3.1,3.1,3.1,0
KNA,St. Kitts and Nevis,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,"Korea, Rep.",IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KSV,Kosovo,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,3.2,0
KWT,Kuwait,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAC,Latin America & Caribbean,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAO,Lao PDR,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.7,2.7,2.9,2.9,3.1,0
LBN,Lebanon,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBR,Liberia,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.8,0
LBY,Libya,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCA,St. Lucia,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,3.8,3.9,3.9,4,4,0
LIC,Low income,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIE,Liechtenstein,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LKA,Sri Lanka,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,3.3,3.3,3.4,3.4,0
LMC,Lower middle income,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LMY,Low & middle income,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSO,Lesotho,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.4,3.4,3.4,3.4,3.5,0
LTU,Lithuania,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUX,Luxembourg,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LVA,Latvia,IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAC,"Macao SAR, China",IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF,St. Martin (French part),IQ.CPA.PUBS.XQ,Public sector mgmt & institutions avg. (1-6 scale; 6=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
